sample,n_matches,p_weighted_covered
ERR776411,0,0.0
ERR833292,270,50.3
ERR833294,190,41.3
ERR833536,42,49.3
ERR833606,40,8.7
ERR833611,49,12.2
ERR841314,1,0.3
ERR843977,48,33.5
ERR844039,4,2.8
ERR844056,15,28.7
ERR845262,0,0.0
ERR861574,111,98.2
ERR868036,68,5.0
ERR868069,14,76.0
ERR868071,10,52.4
ERR868083,13,80.5
ERR868415,1872,12.0
ERR874124,0,0
ERR874141,0,0.0
ERR878217,456,86.7
ERR878250,630,84.7
ERR878269,649,82.4
ERR895279,13,49.1
ERR899508,2,64.7
ERR899564,2,44.4
ERR899583,1,37.5
ERR899590,2,52.6
ERR899614,2,46.7
ERR899632,2,25.0
ERR903020,1,21.0
ERR906503,18,23.3
ERR906528,21,4.0
ERR906554,7,17.5
ERR906897,69,13.3
ERR908418,223,22.5
ERR908562,41,18.9
ERR908629,27,16.6
ERR908639,29,12.8
ERR911203,105,6.2
ERR911222,190,4.3
ERR911245,47,3.2
ERR911253,45,4.1
ERR911325,106,2.4
ERR911962,676,84.9
ERR912084,1158,85.3
ERR914371,9,18.2
ERR914461,5,10.3
ERR914997,0,0.0
ERR922731,14,34.5
ERR929734,102,80.5
ERR951679,14,8.9
ERR957348,2,46.9
ERR966001,30,75.9
ERR966060,34,59.2
ERR966061,9,68.8
ERR966571,0,0.0
ERR969213,24,40.5
ERR969488,43,95.5
ERR969492,45,96.8
ERR969507,31,96.3
ERR969538,2,17.6
ERR969672,6,77.3
ERR970331,28,93.6
ERR970365,212,67.2
ERR970616,122,2.4
ERR973061,19,96.3
ERR973779,9,70.6
ERR973815,29,71.3
ERR973818,13,57.3
ERR974322,0,0
ERR974365,0,0.0
ERR975001,55,36.1
ERR975004,1,2.3
ERR975103,7,36.7
ERR975163,1,0.1
ERR975176,9,21.7
ERR975209,12,26.5
ERR975211,3,7.7
ERR975215,4,52.0
ERR975285,4,13.9
ERR975303,0,0.0
ERR978550,0,0.0
ERR978581,0,0.0
ERR982798,299,34.6
ERR985523,1126,78.5
ERR986646,12,1.8
ERR996467,1,60.0
ERR996671,2,100.0
ERR996783,2,93.8
ERR996795,5,100.0
ERR996823,3,100.0
ERR996884,2,95.8
ERR996936,20,87.5
ERR996949,4,100.0
ERR997272,13,90.6
ERR997398,22,93.6
ERR997402,25,98.8
ERR997428,23,95.6
SRR001035,9,4.6
SRR001068,8,41.5
SRR004259,1,28.8
SRR013516,0,0.0
SRR017902,7,0.2
SRR033548,8,96.6
SRR034257,11,1.3
SRR057873,5,6.1
SRR059350,1105,78.2
SRR059382,284,50.7
SRR059396,618,63.9
SRR059418,86,54.0
SRR059430,12,36.5
SRR059509,606,66.4
SRR059852,717,85.1
SRR060434,319,44.2
SRR061181,871,84.2
SRR061292,539,53.9
SRR061415,119,57.0
SRR061497,713,69.4
SRR061509,522,63.3
SRR061696,420,70.5
SRR061906,425,55.7
SRR061922,85,70.8
SRR062042,513,57.0
SRR062052,397,51.2
SRR062088,299,58.4
SRR062100,9,75.7
SRR062301,38,33.9
SRR062306,565,54.2
SRR062405,377,56.4
SRR062406,407,83.3
SRR062437,79,41.3
SRR062517,480,59.4
SRR063530,544,60.8
SRR068396,5,99.1
SRR089835,0,0.0
SRR090467,0,0.0
SRR10002772,865,44.5
SRR10002789,723,46.2
SRR10002876,724,38.8
SRR10002952,597,48.1
SRR10011722,131,24.2
SRR10019329,2,1.6
SRR10022394,33,9.0
SRR10022497,0,0.0
SRR10022736,4,35.5
SRR10027855,5,2.5
SRR10029185,576,93.4
SRR10029233,544,93.0
SRR10034968,1810,3.8
SRR10035860,639,5.9
SRR10035861,922,7.7
SRR10036043,1065,11.1
SRR10045304,107,1.7
SRR10058717,1,63.6
SRR10070378,0,0.0
SRR10071559,98,24.7
SRR10071784,0,0.0
SRR10071792,0,0.0
SRR10072040,0,0.0
SRR10072073,0,0.0
SRR10072177,0,0.0
SRR10072184,0,0.0
SRR10072219,0,0.0
SRR10072222,0,0.0
SRR10074487,4,75.0
SRR10074488,3,47.5
SRR10084000,0,0.0
SRR10084004,2,7.4
SRR10084823,334,80.3
SRR10086333,0,0.0
SRR10086342,1,18.5
SRR10086400,0,0.0
SRR10086419,0,0.0
SRR10086605,0,0.0
SRR10086668,0,0.0
SRR10086829,0,0.0
SRR10086850,0,0.0
SRR10086935,0,0.0
SRR10090015,84,19.9
SRR10090024,403,30.1
SRR10090887,6,2.6
SRR10091946,3,11.1
SRR10091952,3,21.6
SRR10098299,1222,8.0
SRR10099674,7,40.9
SRR10107375,2,51.0
SRR10107405,2,18.8
SRR10107440,2,5.7
SRR10107449,1,57.9
SRR10111995,2178,83.7
SRR10123153,2,71.0
SRR1012597,36,58.4
SRR10127202,0,0.0
SRR10127627,55,1.3
SRR10132628,1359,10.8
SRR10135518,5,27.9
SRR10135802,37,3.2
SRR10135808,33,4.9
SRR10136699,0,0.0
SRR10140595,1,30.3
SRR10140626,2,18.8
SRR10150557,52,38.0
SRR10156716,1,28.6
SRR10158755,1,6.2
SRR1016804,0,0
SRR10175788,93,97.1
SRR10176799,566,72.0
SRR10176825,1,0.5
SRR10176838,1,0.7
SRR10176919,0,0.0
SRR10176972,0,0.0
SRR10178286,2,20.0
SRR10179410,7,71.6
SRR10179425,17,11.6
SRR10179448,6,58.4
SRR10179526,49,8.3
SRR10179542,75,14.0
SRR10179633,31,3.0
SRR10179643,0,0.0
SRR10190893,34,96.9
SRR10209531,0,0.0
SRR10236188,7,74.5
SRR10239435,130,85.8
SRR1025190,153,7.2
SRR1025338,0,0.0
SRR10260048,2,24.0
SRR10260133,4,63.5
SRR10260153,4,84.8
SRR10260237,2,82.5
SRR10261572,3,71.0
SRR1027546,8,4.7
SRR10276838,147,22.1
SRR10277333,14,1.1
SRR10277386,4,0.9
SRR1029021,52,47.2
SRR10291901,0,0.0
SRR10292098,4,25.6
SRR1030050,181,8.8
SRR1031063,180,54.3
SRR1031075,424,82.1
SRR1031100,377,69.5
SRR10311374,0,0.0
SRR10311437,1,23.1
SRR10311550,2,35.6
SRR1031244,258,66.7
SRR10314607,1,34.4
SRR1031474,17,21.4
SRR1031496,384,82.4
SRR1031523,12,10.4
SRR1031723,643,81.1
SRR1031761,246,65.1
SRR1031788,483,82.8
SRR1031895,239,70.1
SRR10325572,0,0.0
SRR10325682,1,56.8
SRR10325865,1,20.0
SRR10330978,697,91.6
SRR10333693,3,13.1
SRR10333736,9,26.9
SRR10333816,7,39.4
SRR10338811,824,90.5
SRR10341652,2,70.9
SRR10342292,0,0.0
SRR10342295,0,0.0
SRR10343548,6,23.1
SRR10360612,1767,9.4
SRR10360632,1600,7.8
SRR10360643,1977,4.9
SRR10362234,1,3.7
SRR10362280,1,5.9
SRR1037798,0,0
SRR10378039,657,72.2
SRR1037804,0,0
SRR1037834,1,50.0
SRR1038152,0,0
SRR1038246,0,0
SRR1038260,0,0
SRR1038313,248,94.4
SRR10385465,4,6.1
SRR10385469,4,4.6
SRR10385522,3,6.0
SRR10385552,3,2.1
SRR10385616,2,1.7
SRR10385627,3,1.8
SRR10385636,7,10.5
SRR10387622,17,9.1
SRR10388053,184,5.1
SRR10388080,65,1.6
SRR10388102,88,97.3
SRR10388152,116,8.3
SRR10388161,215,9.5
SRR10388176,69,24.4
SRR10388259,51,7.6
SRR10392576,0,0.0
SRR10392780,323,8.3
SRR10393440,304,14.4
SRR1039488,14,4.1
SRR10413729,7,19.8
SRR10418326,5,6.4
SRR10418383,39,25.6
SRR10420018,0,0.0
SRR10420093,0,0.0
SRR10423938,1585,78.9
SRR10426178,2,14.9
SRR10430666,201,85.9
SRR10431833,4,0.7
SRR10431839,6,87.1
SRR10431866,6,0.9
SRR10431993,4,0.6
SRR10432425,52,20.8
SRR10432498,38,20.1
SRR10432506,67,20.3
SRR10432524,41,19.3
SRR10436099,239,11.2
SRR10442312,2,57.1
SRR10454494,39,68.6
SRR1046287,9,2.3
SRR10466885,2139,3.4
SRR1046972,8,1.9
SRR10479041,335,37.9
SRR10479824,157,6.3
SRR10483275,0,0.0
SRR10484386,962,79.4
SRR10490075,0,0.0
SRR10490181,0,0.0
SRR10490398,0,0.0
SRR10491430,7,25.3
SRR10491458,2,4.0
SRR10493325,0,0.0
SRR10499450,1252,82.2
SRR10499454,901,82.5
SRR10499487,838,88.1
SRR10499499,644,80.2
SRR10499543,1376,75.9
SRR10499561,1326,72.0
SRR10499644,1383,82.6
SRR10499661,385,86.1
SRR10499709,1121,83.7
SRR10499729,733,88.2
SRR1051794,0,0
SRR10519063,1,0.0
SRR10519474,2,14.5
SRR10524236,0,0.0
SRR10538416,0,0.0
SRR1055974,2,10.0
SRR10577808,2,31.0
SRR10577869,1,6.7
SRR10584637,0,0.0
SRR10585275,3,20.2
SRR10586130,694,3.1
SRR10598222,482,36.0
SRR10603787,18,19.3
SRR10607552,504,21.1
SRR10607974,1,98.5
SRR10607999,1,18.2
SRR10609243,1,3.7
SRR10609707,230,90.3
SRR10609765,313,84.3
SRR10609804,172,86.0
SRR10609914,302,88.6
SRR10609920,154,88.9
SRR10610003,243,80.2
SRR10610021,211,85.3
SRR10610080,228,89.9
SRR10610094,250,81.3
SRR10610104,247,89.9
SRR10610162,264,89.4
SRR10610254,421,82.2
SRR10610373,264,88.8
SRR10610425,152,81.7
SRR10610440,175,86.7
SRR10610444,274,83.4
SRR10610478,239,88.1
SRR10610544,287,88.1
SRR10610557,221,88.1
SRR10610579,253,82.4
SRR10610601,327,76.8
SRR10610615,346,84.2
SRR10610618,217,77.2
SRR10613550,1320,7.7
SRR10616406,212,91.7
SRR10616411,200,91.0
SRR10616498,181,91.1
SRR10616528,216,92.8
SRR10616535,228,92.8
SRR10616714,256,92.4
SRR10616784,282,89.9
SRR10616810,297,88.4
SRR10616846,144,89.0
SRR10616871,177,85.7
SRR10616971,276,89.6
SRR10617024,200,91.5
SRR10617073,211,93.3
SRR10617092,220,94.3
SRR10617132,326,87.6
SRR10617263,205,91.0
SRR10617314,353,91.3
SRR10617434,227,92.9
SRR10619317,11,17.9
SRR10662538,2,89.1
SRR10662543,2,92.2
SRR10662992,6,65.0
SRR10663361,654,11.9
SRR10663368,812,6.2
SRR10667096,196,83.9
SRR10667129,341,81.3
SRR10667344,200,82.5
SRR10667393,396,76.6
SRR10667476,291,88.9
SRR10667547,167,82.4
SRR10667640,218,82.4
SRR10667653,307,80.3
SRR10667835,29,88.7
SRR10667871,269,78.1
SRR10667942,310,81.3
SRR10667960,156,80.5
SRR10667978,328,85.5
SRR10668024,209,87.7
SRR10668041,278,86.0
SRR10672835,71,14.0
SRR10673499,13,44.1
SRR10680377,1130,77.1
SRR10680463,835,84.3
SRR10680532,1247,82.8
SRR10680551,711,84.9
SRR10680666,848,87.7
SRR10680726,617,92.1
SRR10680804,845,91.3
SRR10680813,477,88.6
SRR10680859,1148,89.5
SRR10681587,4,44.0
SRR10681967,87,13.5
SRR10682015,104,8.5
SRR10682165,185,20.7
SRR10682191,107,31.8
SRR1068219,87,48.9
SRR10682219,94,21.5
SRR10682303,198,33.6
SRR10682316,93,20.6
SRR10682321,7,0.0
SRR10682389,401,41.5
SRR10682597,13,4.4
SRR10682612,107,67.0
SRR10682686,34,1.6
SRR10686491,2,38.7
SRR10686926,175,20.8
SRR10687601,2,14.3
SRR10691968,1430,75.9
SRR10691984,1551,71.6
SRR10691991,757,92.1
SRR10692117,1490,85.2
SRR10692128,1172,82.0
SRR10692178,1559,89.4
SRR10692215,616,83.9
SRR10692275,1193,88.6
SRR10692288,1404,89.0
SRR10692301,993,90.6
SRR10692639,1466,88.6
SRR10692690,1522,83.9
SRR10692723,922,82.3
SRR10692794,1069,81.5
SRR10692812,1790,80.0
SRR10693266,48,44.3
SRR10693272,172,46.3
SRR10693277,74,48.4
SRR10695402,2832,12.2
SRR107150,0,0.0
SRR10716731,2,6.7
SRR10728401,6,1.2
SRR10728436,109,25.8
SRR10728516,333,40.1
SRR10744107,282,52.9
SRR10746647,2,16.7
SRR10746996,166,1.0
SRR10762948,5,15.6
SRR10765517,1999,20.6
SRR10765520,2091,45.4
SRR10767028,597,2.9
SRR10769898,2311,18.9
SRR10800391,957,25.0
SRR10804406,0,0.0
SRR10810016,181,49.2
SRR10816042,1582,78.1
SRR10816066,1649,86.5
SRR10829254,1,9.3
SRR10842839,469,64.6
SRR10857608,3,2.5
SRR10868584,239,6.7
SRR10869962,4,22.0
SRR10870008,298,73.3
SRR10870011,298,87.1
SRR10872662,448,35.0
SRR10873950,4,2.7
SRR10874842,5,6.2
SRR10878065,4,34.8
SRR10878081,5,42.3
SRR10878082,4,49.4
SRR10895347,754,2.7
SRR10895356,540,1.7
SRR10897963,3,41.2
SRR10901932,824,89.1
SRR10901935,864,88.9
SRR10902409,5,32.6
SRR10904142,4,8.6
SRR10912846,894,16.4
SRR10912886,929,19.1
SRR10914160,141,74.5
SRR10917159,6,30.2
SRR10917233,9,77.7
SRR10917490,4,85.2
SRR10917675,1,10.8
SRR10949152,4,35.3
SRR10958520,2,7.0
SRR10958547,3,65.1
SRR10958563,2,36.4
SRR10958577,0,0.0
SRR10958587,3,36.8
SRR10958613,4,28.1
SRR10968148,1253,3.7
SRR10968222,1333,3.2
SRR10968276,1910,5.9
SRR10980310,664,33.6
SRR10980632,680,22.1
SRR10981398,1,12.8
SRR10981442,2,16.7
SRR10981461,3,29.8
SRR10983068,1045,80.0
SRR10987867,99,9.8
SRR10987880,227,12.8
SRR10999169,0,0.0
SRR11014941,0,0.0
SRR11015766,26,27.8
SRR11035411,1,77.7
SRR11035417,1,10.3
SRR11035444,0,0.0
SRR11035472,1,11.1
SRR11035490,2,55.6
SRR11035557,0,0.0
SRR11035624,0,0.0
SRR11035939,2,11.8
SRR11045920,1,4.3
SRR11045927,0,0.0
SRR11047646,840,85.3
SRR11047652,565,88.7
SRR11047663,715,79.6
SRR11058227,314,77.1
SRR11058231,448,32.5
SRR11070340,1001,87.4
SRR11070381,1184,85.3
SRR11070423,1333,81.7
SRR11073021,829,86.8
SRR11073056,1157,85.6
SRR11085303,528,62.9
SRR11085739,39,10.1
SRR11088422,1476,7.1
SRR11105336,4,32.2
SRR11105415,3,29.2
SRR11108173,149,30.8
SRR11108197,50,56.9
SRR11108396,114,37.7
SRR11108436,57,22.1
SRR11108499,37,39.5
SRR11108553,78,52.7
SRR11108569,127,30.6
SRR11123032,146,46.5
SRR11124655,851,57.9
SRR11124658,409,67.2
SRR11124721,546,78.5
SRR11124776,873,38.0
SRR11124786,581,40.7
SRR11124883,684,67.0
SRR11125042,774,55.0
SRR11125187,584,72.8
SRR11125274,367,72.1
SRR11125418,466,42.6
SRR11125451,606,52.9
SRR11125526,646,49.6
SRR11125630,439,59.4
SRR11125656,538,44.9
SRR11125748,492,53.0
SRR11125817,696,51.8
SRR11125826,545,65.8
SRR11126109,628,51.7
SRR11126465,402,58.9
SRR11126494,629,63.8
SRR11126534,658,58.4
SRR11142269,4,0.0
SRR11176091,0,0
SRR11176612,1,3.4
SRR11176619,2,9.4
SRR11177081,44,2.6
SRR11177101,475,18.9
SRR11182824,0,0.0
SRR11183303,740,47.1
SRR11183387,933,58.9
SRR11183493,450,39.3
SRR11183515,555,47.8
SRR11183556,634,66.1
SRR11183623,679,65.4
SRR11183665,80,95.6
SRR11183730,507,60.9
SRR11183758,530,47.5
SRR11183759,457,34.2
SRR11183763,409,73.9
SRR11183923,584,49.9
SRR11183951,594,58.2
SRR11183996,587,56.4
SRR11184054,584,58.7
SRR11184100,854,63.2
SRR11185251,1835,42.8
SRR11195290,480,33.9
SRR11207309,168,47.2
SRR11211997,2,11.8
SRR11212049,0,0.0
SRR11212060,3,18.8
SRR11212095,6,53.8
SRR11212225,6,28.0
SRR11212240,3,30.0
SRR11219044,27,11.7
SRR11219109,36,33.1
SRR11219142,4,4.1
SRR11223963,388,17.0
SRR11229748,204,43.5
SRR11236275,963,66.1
SRR11262375,10,22.3
SRR11262472,1,33.3
SRR11262483,38,22.6
SRR11262512,29,54.4
SRR11262572,27,31.5
SRR11262589,3,100.0
SRR11262591,24,18.0
SRR11267049,278,72.4
SRR11276986,771,85.1
SRR11276996,299,85.2
SRR11277032,153,95.3
SRR11277049,750,82.7
SRR11277079,728,85.7
SRR11277118,435,92.4
SRR11277144,109,95.7
SRR11277159,572,93.6
SRR11277170,555,86.5
SRR11277184,359,91.6
SRR11277296,184,96.3
SRR11284148,334,60.7
SRR11284201,192,40.6
SRR11285593,695,27.8
SRR11285831,3,81.8
SRR11287963,1,9.5
SRR11287971,2,38.7
SRR11293286,2,0.7
SRR11293293,2,0.6
SRR11293304,4,1.1
SRR11293567,4,72.4
SRR11294784,5,50.0
SRR11294821,1130,57.9
SRR11294831,1081,62.8
SRR11294842,385,48.1
SRR11300716,404,66.4
SRR11313257,19,66.7
SRR11336669,0,0.0
SRR11341723,3,30.0
SRR11344309,279,51.7
SRR11356279,228,44.9
SRR11361790,44,60.3
SRR11363055,1281,67.9
SRR11389250,365,88.7
SRR11389307,676,85.0
SRR11396379,0,0.0
SRR11403869,9,0.9
SRR11403996,27,2.0
SRR11404022,22,1.8
SRR11404102,23,2.4
SRR11404148,38,2.6
SRR11404592,14,54.9
SRR11404595,200,76.9
SRR11408507,1,2.5
SRR11408518,0,0.0
SRR11412714,1212,81.8
SRR11412755,1159,81.9
SRR11412765,1622,82.7
SRR11412786,615,89.9
SRR11412827,975,84.1
SRR11414071,794,8.0
SRR11414072,936,11.5
SRR11425439,114,1.5
SRR11429019,6,25.5
SRR11429031,1,55.8
SRR11432282,2,8.3
SRR11432296,1,4.3
SRR11435112,16,22.9
SRR11435129,17,75.1
SRR11435180,1,3.4
SRR11440800,194,72.5
SRR1145140,0,0.0
SRR1145934,72,74.1
SRR1145961,53,76.3
SRR11460718,3,49.7
SRR11480757,0,0.0
SRR11482361,1298,23.6
SRR11482381,1225,38.7
SRR11482396,2198,26.3
SRR11489738,14,58.3
SRR11491030,86,23.1
SRR11495298,108,55.6
SRR11495301,78,51.3
SRR11495901,4,11.4
SRR11495906,0,0.0
SRR11496424,1,8.3
SRR11496431,0,0.0
SRR11514903,0,0.0
SRR11514928,2,73.5
SRR11526876,2,31.2
SRR11529260,1,5.9
SRR11529282,0,0.0
SRR11531768,3,18.1
SRR11531782,4,18.7
SRR11561576,4,8.2
SRR11565906,1,33.3
SRR11567488,1038,1.9
SRR11573573,2,30.8
SRR11575977,603,82.9
SRR11585793,369,68.4
SRR1158927,115,77.8
SRR11592992,0,0.0
SRR11593078,2,15.1
SRR1159734,121,70.5
SRR11599140,1012,79.5
SRR1159956,80,70.0
SRR11600585,0,0.0
SRR11608259,4,35.7
SRR1160985,79,72.7
SRR1161011,61,73.9
SRR1161221,114,78.2
SRR1161290,100,75.8
SRR11614243,3036,3.2
SRR11614855,2415,3.2
SRR11615169,723,28.0
SRR11615203,867,38.8
SRR11615247,306,86.5
SRR11623486,538,25.1
SRR11624236,572,25.9
SRR11648354,185,87.7
SRR11649938,730,63.0
SRR11650116,210,9.4
SRR11658454,1157,11.9
SRR11658830,887,15.6
SRR11659643,33,8.2
SRR11661706,195,54.3
SRR1166435,82,75.4
SRR1166623,111,77.1
SRR11668667,4,9.1
SRR11669366,725,83.7
SRR11669505,570,92.7
SRR11670879,328,27.8
SRR11673296,1289,11.1
SRR11673298,2206,3.8
SRR11674016,977,10.7
SRR11679911,410,92.9
SRR11697737,4,28.1
SRR11699211,339,65.6
SRR11727445,1,0.6
SRR11727955,1,20.0
SRR11727991,8,22.0
SRR11728426,1104,87.6
SRR11730355,3,44.0
SRR11734653,510,0.9
SRR11734681,716,0.9
SRR11734685,858,1.2
SRR11734710,359,0.7
SRR11735113,0,0.0
SRR11735243,1,2.6
SRR11749266,336,59.7
SRR11776959,0,0.0
SRR11776967,8,4.3
SRR11777026,0,0.0
SRR1179052,30,61.8
SRR1179580,0,0.0
SRR11796153,13,29.7
SRR11801376,2,60.0
SRR11801516,0,0.0
SRR11801544,0,0.0
SRR11801575,0,0.0
SRR11805435,2,30.8
SRR11805531,2255,68.4
SRR11809948,1,13.3
SRR11822738,2,9.5
SRR11822748,3,13.0
SRR11823717,1211,2.9
SRR11826166,1,33.8
SRR11829784,1,26.4
SRR11833554,4,19.6
SRR11833605,5,9.9
SRR11833683,0,0.0
SRR11837370,1459,2.5
SRR11837469,1441,2.8
SRR11839162,3,97.1
SRR11844107,6,99.3
SRR11870532,3,47.2
SRR1187266,0,0.0
SRR1187271,1,10.0
SRR11909797,3,7.4
SRR11909891,0,0.0
SRR11910041,0,0.0
SRR11913444,240,46.0
SRR11921716,1502,27.0
SRR11922358,526,1.1
SRR11927446,45,5.4
SRR11927869,345,74.9
SRR11928920,2,43.5
SRR11937419,3,54.2
SRR11937420,3,51.8
SRR11937448,4,24.5
SRR11941230,1642,18.2
SRR11942476,1,55.6
SRR11945349,12,1.7
SRR11945452,1,20.0
SRR11960195,2,16.5
SRR11960203,3,54.1
SRR11961839,0,0.0
SRR11962537,2,0.7
SRR1196508,257,89.5
SRR11965427,6,54.5
SRR11965448,2,9.0
SRR1197598,635,81.6
SRR1197689,213,92.5
SRR1197762,688,67.6
SRR11977792,0,0.0
SRR11977804,1,5.9
SRR11993822,2,30.0
SRR11993852,1,54.5
SRR11999406,11,12.7
SRR11999428,14,50.7
SRR12002721,162,2.7
SRR12002756,21,0.4
SRR12002791,12,0.2
SRR12018873,20,78.2
SRR12018911,9,70.9
SRR12018934,10,75.9
SRR12022382,45,3.9
SRR12030767,1185,2.8
SRR12034624,5,0.1
SRR12034652,6,0.8
SRR12034686,10,0.7
SRR12042339,1052,32.7
SRR12042467,819,6.0
SRR12042470,763,5.0
SRR12051463,1,5.1
SRR12059197,12,26.7
SRR12063315,19,0.1
SRR1207418,444,1.3
SRR12081293,2553,35.0
SRR12081662,311,40.6
SRR1208537,25,29.8
SRR1209009,23,24.4
SRR12101692,7,7.4
SRR1210214,1,100.0
SRR1210222,0,0
SRR12102705,1,22.6
SRR12102730,4,30.4
SRR12104971,2,37.5
SRR12106817,37,46.5
SRR12107133,4,7.0
SRR12113413,720,2.4
SRR12113973,161,74.6
SRR12113977,166,79.4
SRR12113987,147,78.5
SRR12114042,208,81.2
SRR12114047,158,73.7
SRR12114123,309,83.2
SRR12114322,249,89.5
SRR12114396,184,82.9
SRR12114403,178,81.7
SRR12114512,154,83.5
SRR12114633,200,78.8
SRR12114645,242,71.8
SRR12114801,168,76.3
SRR12114833,222,77.5
SRR12114906,214,87.7
SRR12114962,266,85.5
SRR12119390,2,7.3
SRR1212148,166,82.3
SRR12121943,187,80.1
SRR12121978,220,87.7
SRR12122096,142,73.0
SRR12122130,200,79.4
SRR12122185,102,78.7
SRR12122353,159,85.0
SRR12122450,190,76.7
SRR12122455,248,78.1
SRR12122563,238,84.0
SRR1212266,231,90.1
SRR12122681,139,70.8
SRR12122752,181,83.2
SRR12124856,50,69.4
SRR1212853,278,89.7
SRR12134718,7,79.3
SRR1214740,68,68.4
SRR12147763,89,3.9
SRR1215015,180,93.6
SRR12150795,4,25.5
SRR12150824,3,12.5
SRR12150861,3,42.3
SRR12150940,2,12.5
SRR1215344,499,88.5
SRR1215877,321,91.9
SRR12159127,916,89.8
SRR12159160,988,92.9
SRR12159169,696,96.3
SRR12159254,374,95.2
SRR12159362,512,93.6
SRR12159440,1226,89.5
SRR12159491,447,96.3
SRR12159505,397,94.5
SRR12159516,1095,71.1
SRR12170289,48,73.6
SRR12170310,22,59.0
SRR12170366,26,39.3
SRR1217463,638,10.8
SRR12177868,10,0.4
SRR12179816,866,75.0
SRR12180850,4,13.3
SRR12180885,10,23.6
SRR12180941,404,72.5
SRR12181052,110,81.4
SRR1219569,79,63.3
SRR12203211,269,39.3
SRR12211368,679,20.0
SRR12216037,2228,5.4
SRR12217736,1248,50.0
SRR12227952,95,55.2
SRR12234143,1049,26.6
SRR12234461,1297,84.9
SRR12234470,507,90.7
SRR12234486,886,83.9
SRR12234523,463,91.2
SRR12234542,938,87.7
SRR12234555,474,96.0
SRR12234747,1074,89.6
SRR12234761,445,94.7
SRR12234784,1117,92.0
SRR12234911,595,86.1
SRR12234927,751,93.7
SRR12234951,875,95.2
SRR12234961,717,90.2
SRR12234990,408,96.0
SRR12241379,0,0.0
SRR12247078,222,88.6
SRR12247107,155,92.6
SRR12247236,2,11.5
SRR12264182,1186,9.0
SRR12266072,642,2.8
SRR12268250,26,0.4
SRR12270100,209,57.8
SRR12270109,208,59.4
SRR12272121,105,38.4
SRR12272169,89,27.8
SRR12272222,85,36.1
SRR12278811,27,3.2
SRR12282703,2149,5.6
SRR12289932,272,78.5
SRR12290427,731,2.9
SRR12302321,366,82.3
SRR12302350,521,89.7
SRR12302402,192,89.6
SRR12302457,616,87.0
SRR12302624,294,90.7
SRR12302677,334,88.1
SRR12302685,202,57.4
SRR12304675,839,2.6
SRR1230756,3083,57.4
SRR12315485,224,4.9
SRR12316243,566,41.9
SRR12322414,3,25.0
SRR12322423,2,36.8
SRR12334828,386,27.7
SRR12344457,592,93.5
SRR12348548,1149,11.0
SRR12350992,4,8.2
SRR12358306,2,34.7
SRR12361984,4,2.3
SRR12369406,2,3.1
SRR12369413,3,27.6
SRR12369482,3,28.6
SRR12369490,2,5.7
SRR12369498,1,12.6
SRR12374418,3,88.5
SRR12377472,297,69.2
SRR1238086,43,1.2
SRR1238299,3,0.8
SRR1238328,1,0.0
SRR1238557,69,22.2
SRR12395689,1095,84.7
SRR12398853,4,22.8
SRR12404948,2852,45.2
SRR12438015,2,32.8
SRR12440115,472,85.8
SRR12441612,15,55.0
SRR12441627,175,17.4
SRR12441710,13,57.6
SRR12441722,4,31.6
SRR12445069,310,56.3
SRR12447092,117,0.4
SRR12448602,0,0.0
SRR12448760,1,16.7
SRR12448821,0,0.0
SRR12448964,0,0.0
SRR12449043,1,0.8
SRR12450898,8,22.4
SRR12450919,27,26.8
SRR12453861,2,54.8
SRR12459312,1226,75.8
SRR12459318,962,80.1
SRR12459325,985,86.8
SRR12459328,942,84.4
SRR12459460,1029,84.1
SRR12459549,1000,86.8
SRR12459595,822,79.3
SRR12459611,762,85.3
SRR12462939,261,19.9
SRR12462945,84,14.8
SRR12464003,416,35.5
SRR12464010,357,34.2
SRR12464012,386,41.7
SRR12474081,335,27.4
SRR12477468,141,67.0
SRR12477483,62,68.8
SRR12477512,32,50.4
SRR12477518,44,46.8
SRR12477545,28,54.6
SRR12479683,841,57.7
SRR12479699,1134,52.0
SRR12479772,1391,37.5
SRR12479796,317,38.0
SRR12479799,1168,58.8
SRR12479814,1791,44.6
SRR12479824,724,46.9
SRR12479836,1082,36.4
SRR12479837,1299,44.7
SRR12479954,1093,63.8
SRR12480135,807,55.9
SRR12486524,151,3.4
SRR12506149,2,58.5
SRR12512278,121,45.0
SRR12516175,830,37.5
SRR12516852,4,95.5
SRR12522956,3,23.1
SRR12529024,5,7.8
SRR12529135,115,0.9
SRR12529264,3174,17.2
SRR12529342,1182,6.1
SRR12532491,0,0.0
SRR12532498,0,0.0
SRR1253697,18,11.6
SRR12542681,47,62.9
SRR12556033,1,25.0
SRR12556751,2,28.4
SRR12557704,1879,34.7
SRR125613,19,47.2
SRR125614,9,35.8
SRR12562265,19,98.6
SRR12564048,3,6.7
SRR12564056,1,1.5
SRR12564063,1,13.2
SRR12564067,1,51.6
SRR12567985,31,20.7
SRR12568033,31,20.6
SRR12568089,13,28.3
SRR12568116,53,75.0
SRR12569334,4,96.1
SRR12569406,0,0.0
SRR12578567,12,4.3
SRR12582598,2,10.7
SRR12582628,5,51.4
SRR12586009,4,12.6
SRR12586106,1,14.3
SRR12586109,4,27.1
SRR12586422,3,44.4
SRR12595761,5,19.2
SRR12619555,1400,25.9
SRR12641752,54,25.5
